400, 0.01, 232023
400, 0.01, 196413
400, 0.01, 520847
400, 0.01, 415596
400, 0.01, 198672
400, 0.01, 320151
400, 0.01, 314128
400, 0.01, 343318
400, 0.01, 233536
400, 0.01, 446512
400, 0.01, 378540
400, 0.01, 471761
400, 0.01, 551820
400, 0.01, 400784
400, 0.01, 481503
400, 0.01, 865173
400, 0.01, 469976
400, 0.01, 754476
400, 0.01, 643584
400, 0.01, 624509
400, 0.01, 367986
400, 0.01, 1079108
400, 0.01, 213920
400, 0.01, 219521
400, 0.01, 918611
400, 0.01, 312172
400, 0.01, 677692
400, 0.01, 979005
400, 0.01, 630776
400, 0.01, 473096
400, 0.01, 782048
400, 0.01, 936199
400, 0.01, 456743
400, 0.01, 523019
400, 0.01, 744256
400, 0.01, 930464
400, 0.01, 593337
400, 0.01, 641188
400, 0.01, 419565
400, 0.01, 818123
400, 0.01, 1529581
400, 0.01, 976522
400, 0.01, 561954
400, 0.01, 1067763
400, 0.01, 846035
400, 0.01, 1000118
400, 0.01, 960410
400, 0.01, 1019776
400, 0.01, 2648223
400, 0.01, 1154519
400, 0.0174, 1074382
400, 0.0174, 760955
400, 0.0174, 353659
400, 0.0174, 672453
400, 0.0174, 244218
400, 0.0174, 416002
400, 0.0174, 1727758
400, 0.0174, 712804
400, 0.0174, 1053959
400, 0.0174, 1176271
400, 0.0174, 1568425
400, 0.0174, 1474701
400, 0.0174, 2321386
400, 0.0174, 890947
400, 0.0174, 1889349
400, 0.0174, 1780826
400, 0.0174, 2699728
400, 0.0174, 2764353
400, 0.0174, 1022310
400, 0.0174, 1212212
400, 0.0174, 1037678
400, 0.0174, 1942871
400, 0.0174, 1227128
400, 0.0174, 1922414
400, 0.0174, 2081414
400, 0.0174, 1880175
400, 0.0174, 2646027
400, 0.0174, 3624433
400, 0.0174, 2267896
400, 0.0174, 3924792
400, 0.0174, 2897347
400, 0.0174, 4655317
400, 0.0174, 3969401
400, 0.0174, 2723324
400, 0.0174, 3409391
400, 0.0174, 2677013
400, 0.0174, 4437581
400, 0.0174, 4126870
400, 0.0174, 4562143
400, 0.0174, 6356947
400, 0.0174, 7864333
400, 0.0174, 6940663
400, 0.0174, 4100535
400, 0.0174, 6471546
400, 0.0174, 6195876
400, 0.0174, 8572153
400, 0.0174, 8173898
400, 0.0174, 7252178
400, 0.0174, 9999628
400, 0.0174, 9998681
400, 0.0249, 896605
400, 0.0249, 570807
400, 0.0249, 1431049
400, 0.0249, 1334342
400, 0.0249, 961137
400, 0.0249, 1307458
400, 0.0249, 1739386
400, 0.0249, 1357564
400, 0.0249, 954055
400, 0.0249, 2327592
400, 0.0249, 1430824
400, 0.0249, 416877
400, 0.0249, 235234
400, 0.0249, 401205
